Description,Status,Related Records,Submittal Type,Unnamed: 6,lon,lat,record_date,original_lon,original_lat,mapping_distance_meters,mapped_to_sales_idx
EXTEND GAS LINE ABOUT 40' FROM NATURAL GAS METER TO NEW GENERATOR,Closed-CC Issued,1,ePlan,,-81.89131553082872,26.51807676318253,2023-07-01,-81.89134643838,26.517888434953,21.245152597471233,1820
INSTALL 200A NONSE AUTOMATIC TRANSFER SWITCH,Closed-CC Issued,1,ePlan,,-81.89131553082872,26.51807676318253,2023-07-01,-81.89134643838,26.517888434953,21.245152597471233,1820
"Install 10' x 30' pool, 3- raised walls with sheer descents, sand set deck, footer, standard equipment, pool guard safety, screen enclosures by others",Closed-CC Issued,1,ePlan,,-81.89131553082872,26.51807676318253,2023-07-01,-81.89134643838,26.517888434953,21.245152597471233,1820
NEW POOL ENCLOSURE ON EXISTING DECK,Closed-CO Issued,1,ePlan,,-81.89131553082872,26.51807676318253,2023-09-01,-81.89134643838,26.517888434953,21.245152597471233,1820
re-roof,Closed-CC Issued,0,ePlan,,-81.9017841464284,26.568906182781944,2023-02-01,-81.901770246033,26.568715825603,21.246983417176416,24834
"Remove and replace 16 windows, 1 entry door with a sidelight. Like for like. No structural changes. Impact resistant.",Closed-CC Issued,0,ePlan,,-81.9017841464284,26.568906182781944,2023-06-01,-81.901770246033,26.568715825603,21.246983417176416,24834
reroof4/12Fl#30310Fl#6785,Closed-CC Issued,0,ePlan,,-81.90101703076441,26.50438818196475,2022-07-01,-81.900840888776,26.50446169991,21.24751176557106,11084
re-roof,Closed-Voided,0,ePlan,,-81.90101703076441,26.50438818196475,2022-09-01,-81.900840888776,26.50446169991,21.24751176557106,11084
Re-roof,Closed-CC Issued,0,ePlan,,-81.90200490228395,26.56902642201513,2022-11-01,-81.901991884942,26.568835985205,21.24889440584375,24835
Install Hurricane Ian Exact Footprint Replacement Pool Enclosure Over Existing Deck With A Screen Roof.,Closed-CO Issued,0,ePlan,,-81.90855053264195,26.497400211700167,2022-12-01,-81.908703020516,26.497515051159,21.25035909275548,13486
roof replacement due to hurricane,Closed-CC Issued,0,ePlan,,-81.89125278798612,26.542739943727536,2023-01-01,-81.891172725267,26.542566638811,21.251519544557052,18063
SHINGLE RE-ROOF,Closed-Withdrawn,0,Paper Submittal,,-81.92951784464891,26.518885161057923,2022-12-01,-81.929339302096,26.518952833358,21.25512008344437,14767
HARLEM HEIGHTS - ROOF,Closed-CC Issued,0,ePlan,,-81.92951784464891,26.518885161057923,2023-04-01,-81.929339302096,26.518952833358,21.25512008344437,14767
INTERIOR REMODEL,Closed-Withdrawn,0,ePlan,,-81.92951784464891,26.518885161057923,2023-04-01,-81.929339302096,26.518952833358,21.25512008344437,14767
Shingle + flat reroof,Closed-CC Issued,0,ePlan,,-81.88918926456245,26.539389491223936,2023-06-01,-81.889294255146,26.539230007408,21.25544854810181,17651
Shingle reroof,Closed-CC Issued,0,ePlan,,-81.91304886954478,26.534946936395304,2023-02-01,-81.912876827405,26.534864111113,21.25556954266567,10092
Reroof Shingle Off/Shingle On (31.5sq) + Flat Roof (2.3sq),Closed-CC Issued,0,ePlan,,-81.90248608488136,26.55082489935131,2022-11-01,-81.902304919804,26.550885272759,21.257670701445218,17793
Remove damaged tile and underlayment.  Re-nail decking to code.  Install self adhered underlayment and flashing.  Install tile to manufacturers specifications.,Closed-CC Issued,0,ePlan,,-81.95481219795697,26.5208050768339,2022-10-01,-81.954657888504,26.520692570838,21.258624610794996,7863
HVAC Change Out Split System 4Ton,Closed-CC Issued,0,ePlan,,-81.95481219795697,26.5208050768339,2023-09-01,-81.954657888504,26.520692570838,21.258624610794996,7863
Shingle + flat reroof,Closed-CC Issued,0,ePlan,,-81.91233505673284,26.54187425131024,2023-06-01,-81.912388615031,26.54169093532,21.259859553589298,19182
CHANGE OUT 3 TON 15 SEER 10 KW SPLIT SYSTEM,Closed-CC Issued,0,ePlan,,-81.8784165956942,26.544585272437384,2023-03-01,-81.878606668781,26.544604008723,21.261486668308976,9393
Tile Re Roof,Closed-Withdrawn,0,ePlan,,-81.8784165956942,26.544585272437384,2023-05-01,-81.878606668781,26.544604008723,21.261486668308976,9393
Remove Existing Shingle Roofing / Replace with Shingle Roofing. Synthetic underlayment with taped seams.Remove Existing Flat Roof / Replace Flat Roof,Closed-CC Issued,0,ePlan,,-81.88619765990236,26.578829037535865,2023-01-01,-81.886139281687,26.578647166223,21.263341125850673,23977
DEMO OF HOME,Closed-CC Issued,0,Paper Submittal,,-81.97007134809198,26.494572779191603,2023-05-01,-81.970088469832,26.494382531074,21.264014172219316,35500
Temporary RV due to Hurricane Ian,Permit Issued,0,Paper Submittal,,-81.97007134809198,26.494572779191603,2023-09-01,-81.970088469832,26.494382531074,21.264014172219316,35500
ROOF REPLACEMENT,Closed-CC Issued,0,ePlan,,-81.88229407989581,26.568974553365265,2023-06-01,-81.882465914561,26.568891122428,21.2641229228846,23865
REPIPE INTERIOR POTABLE WATER SYSTEM WITH CPVC,Closed-CC Issued,0,ePlan,,-81.95123157845151,26.499399177025897,2022-11-01,-81.951044674625,26.499438614197,21.26425619674039,11522
ac changeout,Closed-CC Issued,0,ePlan,,-81.95123157845151,26.499399177025897,2023-09-01,-81.951044674625,26.499438614197,21.26425619674039,11522
Fiberglass shingle roof tear off and ReRoof,Closed-CC Issued,0,ePlan,,-81.90270222708695,26.49747650762907,2022-10-01,-81.902528150785,26.497397777248,21.267956738774483,8844
Shingle Re-Roof,Closed-CC Issued,0,ePlan,,-81.91955693333387,26.539757020476944,2022-12-01,-81.919528234441,26.539945930899,21.270794782794585,18264
"pool, spa, paver deck,*Inspections Done By Private Provider â eAtlantic Engineering*",Closed-CC Issued,1,ePlan,,-81.91955693333387,26.539757020476944,2023-05-01,-81.919528234441,26.539945930899,21.270794782794585,18264
New Pool Enclosure *Inspections Done By Private Provider â eAtlantic Engineering*,Closed-CC Issued,1,ePlan,,-81.91955693333387,26.539757020476944,2023-06-01,-81.919528234441,26.539945930899,21.270794782794585,18264
RE ROOFSHINGLE TO SHINGLE,Closed-CC Issued,0,ePlan,,-81.96038417692606,26.52115556633753,2022-11-01,-81.960193105558,26.521153011123,21.271966570461682,36738
"Replacement Windows/doors, size for size, impact (9 windows, 4 SGD's and 2 doors)",Closed-CC Issued,0,ePlan,,-81.96038417692606,26.52115556633753,2022-11-01,-81.960193105558,26.521153011123,21.271966570461682,36738
Replace split system,Permit Expired,0,ePlan,,-81.96038417692606,26.52115556633753,2023-01-01,-81.960193105558,26.521153011123,21.271966570461682,36738
Replacement screen enclosure on existing deck,Closed-CO Issued,0,ePlan,,-81.96038417692606,26.52115556633753,2023-07-01,-81.960193105558,26.521153011123,21.271966570461682,36738
To replace like for like the screen enclosure damage by hurricane ian,Closed-Withdrawn,0,ePlan,,-81.96038417692606,26.52115556633753,2023-07-01,-81.960193105558,26.521153011123,21.271966570461682,36738
Shingle re-roof,Closed-CC Issued,0,ePlan,,-81.89007618516081,26.53813873514226,2022-10-01,-81.890168141954,26.538306250929,21.27278033296461,17112
INSTALLATION OF PHOTOVOLTAIC SOLAR PANELS ON ROOFTOP AND DERATE 200A MAIN BREAKER IN METER/MAIN TO 175A,Closed-CC Issued,0,ePlan,,-81.889908189798,26.579643089139523,2022-08-01,-81.889977166708,26.57946487468,21.272960065427093,25337
A/C CHANGEOUT,Closed-CC Issued,0,ePlan,,-81.889908189798,26.579643089139523,2022-09-01,-81.889977166708,26.57946487468,21.272960065427093,25337
Re-roof Hurricane Ian damage,Closed-CC Issued,0,ePlan,,-81.8786092449522,26.568322629641106,2022-11-01,-81.878588333514,26.568512582383,21.273287650606196,24547
Install 5 bahama shutters,Closed-CC Issued,0,ePlan,,-81.89317945253043,26.56192230824579,2023-06-01,-81.893289895035,26.56207826411,21.27341755083638,22544
Install 4 Bahama shutters,Closed-CC Issued,0,ePlan,,-81.89317945253043,26.56192230824579,2023-09-01,-81.893289895035,26.56207826411,21.27341755083638,22544
Install new 200 amp meter,Closed-CC Issued,0,ePlan,,-81.89471028722917,26.58369019120739,2023-01-01,-81.894541040009,26.583601334561,21.279342896061323,29689
CHANGE OUT LIKE FOR LIKE,Closed-CC Issued,0,ePlan,,-81.89471028722917,26.58369019120739,2023-07-01,-81.894541040009,26.583601334561,21.279342896061323,29689
reroof home take off old renail install underlayment then shingles,Permit Expired,0,ePlan,,-81.96433624507077,26.51870937222953,2022-10-01,-81.964325600213,26.51851848857,21.282184406021113,37299
Reroof tile,Closed-CC Issued,0,ePlan,,-81.90944193078117,26.51548391335017,2023-02-01,-81.909252558011,26.515457667724,21.28247394176366,6981
Replace existing Meter-Main Combo Main Electrical Panel.,Closed-CC Issued,0,ePlan,,-81.9190988631787,26.54364695010722,2022-09-01,-81.919075729573,26.543457145995,21.28535183584451,18889
Replace existing concrete tile roof system with new concrete tile roof system and low slope roof system with modified bitumen.,Closed-CC Issued,0,ePlan,,-81.9190988631787,26.54364695010722,2022-10-01,-81.919075729573,26.543457145995,21.28535183584451,18889
SHINGLE TEAR OFF & REROOF,Closed-CC Issued,0,ePlan,,-81.902653962668,26.495207204495543,2023-03-01,-81.902469479464,26.495156918466,21.285926041494168,8738
6 ft wood fence w/ gate,Ready-Documents Required,0,ePlan,,-81.94955832263773,26.517610874314183,2022-11-01,-81.949367360906,26.517601007521,21.286216914894776,15198
"Demo current pool & spa and lift pavers.  Build new pool & spa, lay travertine pavers.",Closed-CC Issued,4,ePlan,,-81.91753582125017,26.55311076207368,2022-07-01,-81.917505804493,26.553299641224,21.28988499398471,21177
POOL SCREEN ENCLOSURE,Closed-Withdrawn,2,ePlan,,-81.91753582125017,26.55311076207368,2022-08-01,-81.917505804493,26.553299641224,21.28988499398471,21177
Re-Roof due to Hurricane Ian,Closed-CC Issued,0,ePlan,,-81.90057908057048,26.549754733739668,2023-02-01,-81.900456851932,26.549901860905,21.292767109383334,17778
Tear off existing shingle and install a new asphalt shingle roofing system,Closed-CC Issued,0,ePlan,,-81.93225067846645,26.52450065953828,2022-11-01,-81.932059477563,26.524494682708,21.294881116824538,15782
"RE-ROOF, SHINGLE TO SHINGLE",Closed-CC Issued,0,ePlan,,-81.91853848076195,26.51628032685643,2023-04-01,-81.918550493657,26.516089406112,21.295326965323707,7612
re roof shingles to shingles,Closed-CC Issued,0,ePlan,,-81.92822205256513,26.519148742480063,2023-06-01,-81.928405802825,26.519201992534,21.29669033971743,2341
37SQ SHINGLE REROOF TAMKO (FL 18355.1) SELF ADHERING P+S (FL 2569.2) 14SQ MOD BITUMEN REROOF (FL 2533.3),Closed-CC Issued,0,ePlan,,-81.89140116069667,26.562836464204672,2023-01-01,-81.891497432747,26.562671128207,21.298020931033747,22560
New impact windows & door per the approved drawings,Closed-CC Issued,0,ePlan,,-81.88849208837547,26.539815946049632,2022-08-01,-81.888504832704,26.540006846814,21.29837583734839,17965
Replacement of pool enclosure due to hurricane Ian,Closed-CO Issued,0,ePlan,,-81.94356768171251,26.52799066189411,2022-11-01,-81.943524975274,26.528177200269,21.30270583620792,15505
Remove Existing Tile Roofing / Replace with Tile Roofing 2 Ply underlayment system,Closed-CC Issued,0,ePlan,,-81.91630540258873,26.523158456027907,2022-12-01,-81.916118602653,26.523116791435,21.305541253847103,3248
Installing 6 accordions,Closed-CC Issued,0,ePlan,,-81.91630540258873,26.523158456027907,2023-01-01,-81.916118602653,26.523116791435,21.305541253847103,3248
Remove and replace existing shingle roofing system with new shingle roofing system,Closed-CC Issued,0,ePlan,,-81.92189100545936,26.53381084548282,2023-02-01,-81.921930169505,26.533623493766,21.306801621604986,15760
Remove and replace tile roof system,Closed-CC Issued,0,ePlan,,-81.95649081744699,26.50708277363028,2022-07-01,-81.9564767756,26.507273666464,21.307603978871498,5222
"Installing 1 Storm Catcher Rolldown Screen MOT FL11291.1   ***Inspections Done By Private Provider-Innovative Construction Inspection, Inc***",Closed-CC Issued,0,ePlan,,-81.95649081744699,26.50708277363028,2023-03-01,-81.9564767756,26.507273666464,21.307603978871498,5222
A/C SPLIT SYSTEM REPLACEMENT.  LIKE FOR LIKE,Closed-CC Issued,0,ePlan,,-81.88349315300044,26.526802954970258,2022-08-01,-81.883680874881,26.526840408731,21.309069866603103,3575
REMOVE TILE ROOF AND REPLACE TILE DUE TO HURRICANE IRMA,Closed-CC Issued,0,ePlan,,-81.88349315300044,26.526802954970258,2022-09-01,-81.883680874881,26.526840408731,21.309069866603103,3575
Re Roof.,Closed-CC Issued,0,ePlan,,-81.90020775175624,26.56808246141025,2022-11-01,-81.900329593124,26.567934788185,21.312097083960325,24826
Remove Existing Tile Roofing / Replace with Tile Roofing 2 Ply underlayment system,Closed-CC Issued,0,ePlan,,-81.91578852472443,26.522337414501088,2022-12-01,-81.915979994152,26.522337583475,21.314384976368114,3273
like for like replacement 3 ton 19 seer split system,Closed-CC Issued,0,ePlan,,-81.91461449053493,26.53317363933071,2022-12-01,-81.914438894215,26.533249989138,21.31519612882336,8219
Remove and Replace Shingle Roof,Closed-CC Issued,0,ePlan,,-81.91461449053493,26.53317363933071,2023-03-01,-81.914438894215,26.533249989138,21.31519612882336,8219
Re-Roof Shingle to Metal,Closed-CC Issued,0,ePlan,,-81.88845908081993,26.5410781171968,2022-07-01,-81.888560711452,26.540915825681,21.316347462905437,17974
A/C change out with 1.5 TON 14.3SEER2 A/C system w/ 5KW heat,Closed-CC Issued,0,ePlan,,-81.90336132028649,26.54919846067158,2023-07-01,-81.903527422069,26.549293758583,21.31756028713911,17553
Remove and replace 6 windows. Like for like. No structural changes. Impact resistant.,Closed-CC Issued,0,ePlan,,-81.90336132028649,26.54919846067158,2023-07-01,-81.903527422069,26.549293758583,21.31756028713911,17553
Shingle Roof Replacement,Closed-CC Issued,0,ePlan,,-81.92253581761426,26.53206661507112,2023-04-01,-81.922349178112,26.532109483867,21.31771822579303,15747
Install 2.5 ton 14 seer 8kw package unit,Closed-CC Issued,0,ePlan,,-81.95278783394018,26.517219487891047,2023-03-01,-81.95271815403,26.517397883827,21.3201486441092,37002
REMOVAL AND REPLACEMENT OF SHINGLES AND UNDERLAYMENT,Closed-CC Issued,0,ePlan,,-81.95278783394018,26.517219487891047,2023-04-01,-81.95271815403,26.517397883827,21.3201486441092,37002
Remove hurricane damaged tile and underlayment.Re-nail decking to code.  Install self adhered underlayment and flashing.  Install tile to manufacturers specifications*R01 - Revising tile to TX Tile Saxony Country Slate NOA#22-0714.15*,Closed-CC Issued,1,ePlan,,-81.88612848835344,26.535413400895624,2023-04-01,-81.886317266138,26.535445723753,21.320561089675397,9577
Replace condenser,Closed-CC Issued,0,ePlan,,-81.90859587577243,26.49715204502785,2023-02-01,-81.908787424959,26.497152307708,21.323275498811515,13485
"Re-roof, tear-off - Shingle",Closed-CC Issued,0,ePlan,,-81.88899291175586,26.536462426327898,2023-01-01,-81.889047864785,26.536645924453,21.323344497045195,17072
Rebuild pool cage on the same concrete slab (in the same footprint),Permit Expired,0,ePlan,,-81.88899291175586,26.536462426327898,2023-06-01,-81.889047864785,26.536645924453,21.323344497045195,17072
Service change.  Replace the main breaker and meter box.,Closed-CC Issued,0,ePlan,,-81.94957086039584,26.51823122535508,2023-08-01,-81.949379511581,26.518222118135,21.325062629227563,15182
Demo,Closed-CC Issued,0,ePlan,,-81.96499086162811,26.503644704228325,2023-04-01,-81.964894021752,26.503810045998,21.330452298357287,36160
TEAR OFF /REROOF SHINGLE AND FLAT DECK,Closed-CC Issued,0,ePlan,,-81.88715876577027,26.57371821113285,2022-07-01,-81.887218344404,26.573536081912,21.33184780063012,24030
SOLAR POOL HEATER REPLACEMENT ROOF ONLY NO CHANGES BELOW ROOF EXISTING PLUMBING & VALVES,Closed-CC Issued,0,ePlan,,-81.88715876577027,26.57371821113285,2022-08-01,-81.887218344404,26.573536081912,21.33184780063012,24030
"Install 2T Split AC System, like for like",Closed-CC Issued,0,ePlan,,-81.88503278271367,26.580062871432304,2023-01-01,-81.885049750917,26.580253771826,21.33481423381236,24073
"REVISIION FROM 4X4 POST SIZE TO 6X6 POST SIZE.  REVISION TO FASTEN UNENCLOSED CARPORT TO EXISTING CONCRETE PAD, UTILIZING 6"" TAPCON FASTENERS",Closed-Revision Approved,1,ePlan,,-81.89230624931727,26.51267710089252,2022-09-01,-81.892361922905,26.512860502568,21.336220607671667,14123
Shingle & Flat Roof Replacement,Closed-CC Issued,0,ePlan,,-81.89230624931727,26.51267710089252,2023-04-01,-81.892361922905,26.512860502568,21.336220607671667,14123
TEAR OFF AND REROOF PITCHED ROOF ONLY,Closed-CC Issued,0,ePlan,,-81.89080660555597,26.592301290802524,2023-03-01,-81.890618926901,26.592340255075,21.33789590366815,29966
"tear off existing shingle roof replace any rotted wood install new vents, drip edge, valley metal, and pipe flashings. install a peel and stick underlayment install new dimensional shingle's .clean job and haul away debris",Closed-CC Issued,0,ePlan,,-81.87782630653871,26.57159403255428,2022-11-01,-81.878014533529,26.571557800118,21.338098369904614,24526
HVAC change out,Closed-CC Issued,0,ePlan,,-81.87781888029329,26.5412139542867,2022-07-01,-81.877638495601,26.54114911879,21.338124367618562,9287
Install Hurricane Ian Replacement Pool Enclosure Over Existing Deck With A Screen Roof.,Closed-CO Issued,0,ePlan,,-81.87781888029329,26.5412139542867,2022-11-01,-81.877638495601,26.54114911879,21.338124367618562,9287
"Installing 2 Storm Catcher Rolldown Screens MOT *Inspections Done By Private Provider â Innovative Construction Inspection, Inc*",Closed-CC Issued,0,ePlan,,-81.87781888029329,26.5412139542867,2023-01-01,-81.877638495601,26.54114911879,21.338124367618562,9287
Reroof: Tile to tile,Closed-CC Issued,0,ePlan,,-81.87781888029329,26.5412139542867,2023-07-01,-81.877638495601,26.54114911879,21.338124367618562,9287
